NA	0.688127	0.018865	-0.017414	0.013457	-0.000425	0.015862	-0.005484	0.021645	0.005439	-0.392303	-0.608972	-0.002721	-0.006849	0.019288	-0.003121	0.007235	0.047474	-0.011983	0.006662	0.008712	-0.001787	-0.006630	-0.002369	0.021372	0.021799	-0.008497	-0.031782	0.003022	-0.005233	0.005068	0.005689	-0.008724	-0.010533	
0.688127	NA	-0.000887	-0.020826	-0.001632	0.004956	-0.010893	0.014468	0.001455	0.025774	-0.247512	-0.414557	-0.039997	0.004648	0.003895	0.010971	0.018593	0.024691	-0.007466	0.003649	0.015879	-0.005156	-0.003636	-0.009692	0.020126	0.020613	-0.030438	-0.026037	-0.010287	-0.008953	0.002031	0.005657	-0.021180	-0.017316	
0.018865	-0.000887	NA	0.766937	-0.010331	-0.020321	-0.011050	-0.008792	0.044948	0.037191	0.008706	-0.008114	0.012409	-0.011002	0.010014	0.002244	-0.410307	-0.055703	-0.181355	0.005200	-0.405547	0.010111	-0.005200	0.009232	-0.002380	-0.003998	0.029102	0.018570	-0.000446	-0.002890	0.002674	0.006494	-0.037607	-0.035602	
-0.017414	-0.020826	0.766937	NA	-0.008151	-0.014488	-0.010721	0.002472	0.036057	0.036442	0.002751	0.024950	0.009379	-0.005770	-0.013658	0.001057	-0.266749	-0.052714	-0.055838	0.002794	-0.273554	0.002784	-0.002796	0.000183	-0.017650	-0.016240	0.025714	0.032058	0.002848	0.004320	-0.000110	0.002163	-0.038131	-0.030233	
0.013457	-0.001632	-0.010331	-0.008151	NA	0.692427	0.017803	0.005904	0.008774	-0.012896	0.015198	-0.005663	0.009051	-0.010093	0.008734	-0.009431	0.010700	-0.001509	-0.004561	-0.004537	0.016223	-0.009683	0.004534	-0.006891	-0.308833	-0.315456	0.036718	-0.107398	0.007089	0.004813	0.004510	0.008558	0.007591	0.006567	
-0.000425	0.004956	-0.020321	-0.014488	0.692427	NA	0.007863	0.012998	-0.019470	-0.016888	-0.009498	-0.001748	-0.010899	0.002907	-0.006052	-0.005490	0.017256	-0.010222	-0.001820	0.004228	0.020052	-0.011101	-0.004215	-0.010977	-0.156577	-0.156704	-0.034215	-0.030421	0.004590	0.004840	-0.000357	0.002672	0.016715	0.016652	
0.015862	-0.010893	-0.011050	-0.010721	0.017803	0.007863	NA	0.734744	0.008644	-0.009214	0.022197	-0.000999	0.027297	0.004092	0.003075	-0.005588	0.010619	-0.002766	0.000045	-0.000832	0.011733	-0.620469	0.000819	-0.612508	0.000884	0.004010	0.002372	-0.016470	0.005248	0.002650	-0.007020	-0.010391	0.003610	0.005329	
-0.005484	0.014468	-0.008792	0.002472	0.005904	0.012998	0.734744	NA	-0.006490	0.003806	-0.013190	-0.007074	-0.009477	0.000484	-0.002578	0.005138	-0.000674	-0.005117	0.004440	0.000050	-0.001125	-0.438067	-0.000054	-0.451920	-0.003248	-0.000551	-0.009993	-0.006558	-0.007398	0.000109	0.001535	0.002463	-0.000112	-0.001513	
0.021645	0.001455	0.044948	0.036057	0.008774	-0.019470	0.008644	-0.006490	NA	0.692689	0.009907	-0.011438	0.035114	0.001288	0.014109	-0.002832	-0.032820	0.017404	-0.010458	-0.000398	-0.031964	-0.000074	0.000399	0.003273	0.003356	0.003895	0.018121	0.005273	0.000020	-0.001026	-0.008470	-0.011175	-0.538396	-0.535573	
0.005439	0.025774	0.037191	0.036442	-0.012896	-0.016888	-0.009214	0.003806	0.692689	NA	-0.029720	-0.019133	0.003799	0.010876	-0.008569	-0.004498	-0.035967	0.006953	0.000322	0.002329	-0.036810	-0.000292	-0.002322	-0.001356	0.000077	-0.000197	0.009094	0.015617	0.000436	0.009036	-0.010386	-0.010866	-0.371471	-0.378055	
-0.392303	-0.247512	0.008706	0.002751	0.015198	-0.009498	0.022197	-0.013190	0.009907	-0.029720	NA	0.666600	0.051637	-0.007464	0.006006	-0.017306	-0.009984	-0.002538	0.002580	-0.002554	-0.003378	0.002706	0.002532	0.003949	-0.010785	-0.012636	0.029858	0.013846	0.015780	0.010267	-0.002424	-0.007123	0.019392	0.018536	
-0.608972	-0.414557	-0.008114	0.024950	-0.005663	-0.001748	-0.000999	-0.007074	-0.011438	-0.019133	0.666600	NA	0.022857	-0.000233	-0.011860	-0.003869	-0.016080	-0.039418	0.010603	-0.005176	-0.016844	0.003884	0.005158	0.008833	-0.022680	-0.022584	0.023510	0.030949	0.004195	0.007683	-0.002467	-0.003944	0.019124	0.015699	
-0.002721	-0.039997	0.012409	0.009379	0.009051	-0.010899	0.027297	-0.009477	0.035114	0.003799	0.051637	0.022857	NA	0.523592	0.012651	-0.009422	-0.012818	0.005697	-0.000062	-0.006115	-0.006677	-0.005086	0.006091	0.000728	0.009914	0.002250	0.015715	-0.005786	0.004702	0.005005	-0.400373	-0.421880	-0.012849	-0.009491	
-0.006849	0.004648	-0.011002	-0.005770	-0.010093	0.002907	0.004092	0.000484	0.001288	0.010876	-0.007464	-0.000233	0.523592	NA	-0.004954	0.006465	0.001917	-0.007696	0.010846	0.002171	0.002371	-0.001622	-0.002157	-0.002751	0.008927	0.009708	-0.018636	-0.006797	-0.004911	-0.002925	-0.226695	-0.246440	-0.007385	-0.008205	
0.019288	0.003895	0.010014	-0.013658	0.008734	-0.006052	0.003075	-0.002578	0.014109	-0.008569	0.006006	-0.011860	0.012651	-0.004954	NA	0.650123	0.010078	0.015917	-0.012285	0.002964	0.011564	-0.000350	-0.002966	0.003027	0.010735	0.004870	-0.007318	-0.006431	-0.537910	-0.557319	-0.000052	-0.000072	0.001531	0.003745	
-0.003121	0.010971	0.002244	0.001057	-0.009431	-0.005490	-0.005588	0.005138	-0.002832	-0.004498	-0.017306	-0.003869	-0.009422	0.006465	0.650123	NA	0.001790	-0.011478	-0.001304	-0.002185	0.002148	-0.003223	0.002174	0.000148	0.008084	0.006452	-0.008774	-0.001666	-0.302763	-0.294744	-0.001804	-0.003518	0.000485	0.006406	
0.007235	0.018593	-0.410307	-0.266749	0.010700	0.017256	0.010619	-0.000674	-0.032820	-0.035967	-0.009984	-0.016080	-0.012818	0.001917	0.010078	0.001790	NA	-0.237413	-0.200271	-0.000857	0.840538	-0.003387	0.000860	-0.001725	0.016761	0.014338	-0.027101	-0.033748	-0.003707	-0.006126	0.002153	0.003553	0.033984	0.031165	
