NA	0.696437	0.027438	0.010122	0.020378	-0.012749	0.040875	0.000280	-0.022587	-0.125583	0.071569	-0.000586	0.028452	-0.010968	0.015592	-0.008271	-0.030125	0.013478	-0.010182	0.020404	-0.028614	-0.008639	0.015412	-0.004733	0.003154	-0.000331	0.023608	-0.002324	0.006873	0.001852	-0.000642	-0.003255	-0.339026	-0.343795	
0.696437	NA	0.007717	0.002906	-0.005278	-0.011180	-0.015114	0.003800	0.008389	0.001129	0.054005	0.015141	-0.014828	0.013459	0.000711	0.003736	-0.037217	-0.008331	-0.012582	0.033855	-0.036929	-0.017037	0.033247	-0.018869	-0.002391	-0.001487	0.002678	0.012382	-0.005454	-0.000998	0.010639	0.014568	-0.215093	-0.217938	
0.027438	0.007717	NA	0.757004	0.003046	-0.010896	0.018010	0.007880	0.024993	0.005731	0.035825	-0.032599	-0.002634	-0.024145	0.009512	-0.002531	-0.178536	0.017244	-0.081406	-0.176655	-0.175453	0.019456	-0.175362	0.020642	0.006663	0.005459	0.016701	-0.003687	0.002296	0.000125	-0.015697	-0.012964	-0.018649	-0.015631	
0.010122	0.002906	0.757004	NA	0.002837	-0.007811	0.015509	0.015842	0.018808	0.009485	0.007423	0.007781	-0.004235	-0.018809	-0.013349	-0.002194	-0.097306	-0.010459	0.000198	-0.129865	-0.101150	0.015681	-0.128775	0.013329	-0.010881	-0.009273	0.017503	0.015367	0.003908	0.006742	-0.018646	-0.016406	-0.017956	-0.012121	
0.020378	-0.005278	0.003046	0.002837	NA	0.692427	0.013654	0.002309	0.011087	-0.012274	-0.004181	-0.022056	0.006590	-0.003778	0.008734	-0.009431	0.019396	0.006093	0.004085	-0.014755	0.024067	-0.008008	-0.012901	-0.005386	-0.308833	-0.315456	0.036718	-0.107398	0.007089	0.004813	0.005537	0.008680	0.006111	0.006755	
-0.012749	-0.011180	-0.010896	-0.007811	0.692427	NA	-0.001602	0.003777	-0.013868	-0.011328	-0.019135	-0.009022	-0.005401	0.008915	-0.006052	-0.005490	0.020971	-0.007090	0.003354	-0.007153	0.022303	-0.011296	-0.011347	-0.010955	-0.156577	-0.156704	-0.034215	-0.030421	0.004590	0.004839	0.005394	0.008326	0.020749	0.021456	
0.040875	-0.015114	0.018010	0.015509	0.013654	-0.001602	NA	0.773195	0.024527	-0.009127	0.019093	-0.001064	-0.133441	-0.287587	0.005066	-0.013464	-0.011434	0.005146	0.001875	-0.005354	-0.009724	0.104369	-0.002430	0.110322	-0.010166	-0.009148	0.025450	0.005499	0.013816	0.007732	-0.366585	-0.371426	-0.001691	0.001605	
0.000280	0.003800	0.007880	0.015842	0.002309	0.003777	0.773195	NA	-0.003381	0.000880	0.002643	0.012095	-0.192250	-0.263907	0.002505	0.000864	-0.025559	-0.002940	-0.001428	0.010915	-0.027416	0.226839	0.013125	0.216810	-0.018845	-0.015232	0.015964	0.017805	-0.003179	0.002758	-0.342768	-0.340786	-0.004534	0.000111	
-0.022587	0.008389	0.024993	0.018808	0.011087	-0.013868	0.024527	-0.003381	NA	0.672786	0.054458	0.001565	0.031924	-0.009988	0.015399	-0.004393	-0.018543	0.012538	-0.014203	0.003917	-0.017270	0.009546	0.006569	0.011395	0.004677	0.002339	0.017970	0.000447	0.001955	-0.000905	-0.012896	-0.016185	-0.300384	-0.300210	
-0.125583	0.001129	0.005731	0.009485	-0.012274	-0.011328	-0.009127	0.000880	0.672786	NA	0.051106	0.032959	-0.001183	0.007754	-0.009441	-0.005117	-0.028592	-0.008329	-0.012056	0.019354	-0.030330	0.002873	0.019826	0.002171	0.002542	0.002763	0.001372	0.009450	0.001574	0.009053	-0.007837	-0.007106	-0.201195	-0.207292	
0.071569	0.054005	0.035825	0.007423	-0.004181	-0.019135	0.019093	0.002643	0.054458	0.051106	NA	0.677358	0.005577	-0.033482	0.002581	-0.012090	-0.171464	0.005299	-0.081608	0.015047	-0.163227	0.021376	0.017363	0.026180	0.004576	0.001464	0.023620	0.008144	0.012523	0.009174	-0.026789	-0.029701	-0.075417	-0.082575	
-0.000586	0.015141	-0.032599	0.007781	-0.022056	-0.009022	-0.001064	0.012095	0.001565	0.032959	0.677358	NA	-0.007001	-0.012850	-0.013769	-0.000231	-0.133913	-0.048180	-0.046717	0.061703	-0.130829	0.015634	0.064939	0.018120	-0.010748	-0.010691	0.016262	0.024863	0.002628	0.004437	-0.015674	-0.016050	-0.055370	-0.058601	
0.028452	-0.014828	-0.002634	-0.004235	0.006590	-0.005401	-0.133441	-0.192250	0.031924	-0.001183	0.005577	-0.007001	NA	0.636945	0.006511	-0.005513	0.022602	0.002756	0.006650	-0.018758	0.027098	-0.371767	-0.016654	-0.368871	0.025889	0.016180	-0.004219	-0.026575	0.003300	0.001592	0.262630	0.250478	-0.004981	-0.005358	
-0.010968	0.013459	-0.024145	-0.018809	-0.003778	0.008915	-0.287587	-0.263907	-0.009988	0.007754	-0.033482	-0.012850	0.636945	NA	-0.008206	0.007225	0.030309	-0.007719	0.012649	-0.009234	0.030741	-0.386310	-0.012420	-0.392303	0.023101	0.022797	-0.039341	-0.029087	-0.006781	-0.003761	0.434155	0.430156	-0.004191	-0.007690	
