NA	0.696469	-0.000334	0.001501	-0.004205	-0.010300	-0.006752	-0.105392	0.138216	0.025162	0.029594	0.001330	0.074880	-0.051515	-0.017639	-0.020194	0.018658	0.004877	0.007088	-0.013064	0.020652	-0.176160	-0.018386	-0.167054	-0.001757	-0.001882	0.038087	-0.002599	0.000612	-0.001706	-0.074102	-0.083506	-0.001613	-0.002546	
0.696469	NA	-0.016547	-0.007343	0.004800	0.002637	-0.059155	-0.065081	0.056777	0.054850	0.001028	0.006735	0.010492	0.008475	-0.000876	0.002682	0.001950	-0.017409	-0.000709	0.005120	0.002660	-0.127139	0.006465	-0.130700	-0.007809	-0.004530	0.009478	0.004414	-0.007525	-0.005595	-0.018294	-0.017930	0.018518	0.018853	
-0.000334	-0.016547	NA	0.756492	0.010044	-0.002777	0.028861	0.018015	-0.003642	-0.014440	0.031622	-0.041314	0.002700	-0.016605	0.005636	-0.002510	-0.173127	0.019477	-0.076102	-0.172028	-0.170558	0.029590	-0.171027	0.030506	0.013070	0.013773	0.013351	0.000884	0.002450	0.000070	-0.006805	-0.003885	-0.043405	-0.040739	
0.001501	-0.007343	0.756492	NA	0.002413	-0.007665	0.022178	0.020744	0.006348	-0.001775	-0.000412	-0.001533	-0.003121	-0.016388	-0.004161	0.008075	-0.091148	-0.008601	0.005205	-0.125612	-0.095130	0.020666	-0.124546	0.018532	-0.008570	-0.003905	0.005837	0.011721	0.009908	0.013874	-0.015208	-0.012560	-0.038875	-0.034438	
-0.004205	0.004800	0.010044	0.002413	NA	0.720784	0.021372	0.014306	-0.011589	-0.013736	0.006800	-0.025875	-0.012503	-0.019580	-0.050682	-0.263374	-0.002707	0.008368	-0.008025	0.003020	0.002808	0.009011	0.007552	0.009678	0.116516	0.105297	0.230486	0.125226	-0.355204	-0.359471	-0.001291	0.000699	0.020490	0.021940	
-0.010300	0.002637	-0.002777	-0.007665	0.720784	NA	0.003972	0.010617	-0.023532	0.001674	0.004941	-0.000714	-0.021536	-0.012990	-0.158270	-0.270321	-0.011732	-0.010176	-0.013836	0.013212	-0.010763	-0.000505	0.009521	0.000254	0.230661	0.231068	0.193875	0.212465	-0.359001	-0.357126	-0.010909	-0.007623	0.030216	0.028012	
-0.006752	-0.059155	0.028861	0.022178	0.021372	0.003972	NA	0.768361	-0.016825	-0.082886	0.018042	-0.008040	-0.118976	-0.246223	0.010118	-0.004107	-0.012734	0.010178	0.004774	0.002649	-0.011533	0.151107	0.004731	0.156851	0.004679	0.004302	0.040053	0.010442	0.012455	0.009383	-0.299044	-0.302727	-0.083513	-0.084206	
-0.105392	-0.065081	0.018015	0.020744	0.014306	0.010617	0.768361	NA	-0.058954	-0.063236	0.002221	0.004276	-0.173306	-0.219901	0.005737	0.004987	-0.026754	0.003046	0.000423	0.018452	-0.029246	0.267532	0.019041	0.258490	-0.002885	-0.000063	0.019403	0.014695	0.002577	0.005569	-0.272444	-0.268744	-0.070417	-0.068122	
0.138216	0.056777	-0.003642	0.006348	-0.011589	-0.023532	-0.016825	-0.058954	NA	0.670967	0.012868	0.010020	0.078618	-0.039244	0.005313	-0.005674	0.017488	-0.003197	-0.004085	-0.033687	0.021569	-0.135315	-0.028022	-0.131576	-0.013212	-0.017194	0.025651	-0.009971	0.005460	0.002313	-0.069019	-0.075865	0.026177	0.025284	
0.025162	0.054850	-0.014440	-0.001775	-0.013736	0.001674	-0.082886	-0.063236	0.670967	NA	0.011638	0.030066	0.002542	-0.003460	0.002912	0.005246	-0.005216	-0.014980	-0.009430	0.003139	-0.005741	-0.103682	0.006585	-0.105574	-0.009130	-0.010706	-0.005757	-0.006224	-0.000226	0.000371	-0.036911	-0.038597	0.040626	0.042032	
